marke,name,typ,liege_l_cm,liege_b_cm,packhoehe_cm,gewicht_kg,quelle,quelle_typ
VICKYWOOD,VICKYWOOD BIG WILLOW Gen. 4 160,softshell,240,160,38,68.0,https://shop.vickywood.com/Klapp-Dachzelt-BIG-WILLOW-40,series
VICKYWOOD,VICKYWOOD CUMARU EASE 135,hartschale,200,130,16,69.0,https://shop.vickywood.com/Hartschalen-Dachzelt-CUMARU-EASE,high
VICKYWOOD,VICKYWOOD CUMARU LIGHT 127 ECO,hartschale,210,120,16,74.0,https://shop.vickywood.com/Alu-Hartschalen-Dachzelt-CUMARU-LIGHT,series
VICKYWOOD,VICKYWOOD CUMARU LIGHT 152 ECO,hartschale,210,145,16,83.0,https://shop.vickywood.com/Alu-Hartschalen-Dachzelt-CUMARU-LIGHT,series
VICKYWOOD,VICKYWOOD CUMARU UP 145,hartschale,205,135,17,77.0,https://shop.vickywood.com/Alu-Hartschalen-Dachzelt-CUMARU-UP-145-goldbraun,high
VICKYWOOD,VICKYWOOD CUMARU XP 135,hartschale,200,130,23,91.0,https://shop.vickywood.com/Alu-Hartschalen-Dachzelt-CUMARU-XP-135-All-Black,high
VICKYWOOD,VICKYWOOD Hazel 130,hartschale,200,110,19,67.0,https://shop.vickywood.com/Hartschalen-Dachzelt-HAZEL-130-155,series
VICKYWOOD,VICKYWOOD Hazel 155,hartschale,200,135,19,77.0,https://shop.vickywood.com/Hartschalen-Dachzelt-HAZEL-130-155,series
VICKYWOOD,VICKYWOOD Hybrid Dachzelt MIGHTY OAK Gen 3.0 190 ECO,hybrid,195,180,33,94.0,https://shop.vickywood.com/Hybrid-Dachzelt-MIGHTY-OAK,series
VICKYWOOD,VICKYWOOD Hybrid Dachzelt Teak 1.0 135,hybrid,200,120,25,63.0,https://shop.vickywood.com/Hybrid-Dachzelt-TEAK-135-grau,high
VICKYWOOD,VICKYWOOD Hybrid-Dachzelt MIGHTY OAK GEN 3.0 160 ECO,hybrid,195,140,36,81.0,https://shop.vickywood.com/Hybrid-Dachzelt-MIGHTY-OAK,series
VICKYWOOD,VICKYWOOD LITTLE BAMBOO 125,softshell,225,120,28,49.0,https://shop.vickywood.com/Leichtbau-Dachzelt-LITTLE-BAMBOO-125-GEN-2-coffee,high
VICKYWOOD,VICKYWOOD MAPLE 155,hartschale,240,140,28,67.0,https://shop.vickywood.com/Hybrides-Hartschalen-Faltzelt-MAPLE-155-205,series
VICKYWOOD,VICKYWOOD MAPLE 205,hartschale,240,178,28,81.0,https://shop.vickywood.com/Hybrides-Hartschalen-Faltzelt-MAPLE-155-205,series
VICKYWOOD,VICKYWOOD MIGHTY OAK LIGHT 165 ECO,hybrid,195,140,29,69.0,https://shop.vickywood.com/Leichtbau-Hybrid-Dachzelt-MIGHTY-OAK-LIGHT,high
VICKYWOOD,VICKYWOOD SMALL WILLOW 140,softshell,240,140,32,62.0,https://shop.vickywood.com/Klapp-Dachzelt-SMALL-WILLOW,series
VICKYWOOD,VICKYWOOD SMALL WILLOW 160 ECO,softshell,240,160,32,65.0,https://shop.vickywood.com/Klapp-Dachzelt-SMALL-WILLOW,series
VICKYWOOD,VICKYWOOD TEAK 160,hybrid,200,145,30,77.0,https://shop.vickywood.com/Hybrid-Dachzelt-TEAK-20-160-180,series
VICKYWOOD,VICKYWOOD TEAK 180,hybrid,200,165,30,81.0,https://shop.vickywood.com/Hybrid-Dachzelt-TEAK-20-160-180,series
Wild Adventure,Wild Adventure Big Foot,hybrid,200,200,34,80.0,https://dachzelte-schweiz.ch/dachzelte/,series
Wild Camp,Wild Camp Alhambra 2 Slim,hartschale,200,120,25,75.0,https://www.rodin-adventures.com/product-page/wild-camp-alhambra-2-slim-day-and-night,dealer
Wild Camp,Wild Camp Colorado Plus 140,softshell,240,140,30,48.0,https://www.rodin-adventures.com/product-page/wildcamp-dachzelt-colorado-plus-skyview-und-top-ausstattung,dealer
Wild Camp,Wild Camp Colorado Plus 160,softshell,240,160,30,56.0,https://www.rodin-adventures.com/product-page/wildcamp-dachzelt-colorado-plus-skyview-und-top-ausstattung,dealer
Wild Camp,Wild Camp Colorado Plus 180,softshell,240,180,30,64.0,https://www.rodin-adventures.com/product-page/wildcamp-dachzelt-colorado-plus-skyview-und-top-ausstattung,dealer
Wild Camp,Wild Camp Colorado Plus Day and Night Version 2024 140,softshell,240,140,30,55.0,https://www.rodin-adventures.com/product-page/wild-camp-dachzelt-colorado-plus-day-and-night,dealer
Wild Camp,Wild Camp Colorado Plus Day and Night Version 2024 160,softshell,240,160,30,62.0,https://www.rodin-adventures.com/product-page/wild-camp-dachzelt-colorado-plus-day-and-night,dealer
Wild Camp,Wild Camp Colorado Plus Day and Night Version 2024 180,softshell,240,180,30,66.0,https://www.rodin-adventures.com/product-page/wild-camp-dachzelt-colorado-plus-day-and-night,dealer
Wild Camp,Wild Camp Hudson 140,softshell,220,140,30,52.0,https://wildcamp.com.pl/namioty-samochodowe/166-namiot-dachowy-wild-camp-hudson-140-zielony-5907371640277.html,high
Wild Camp,Wild Camp Hudson 160,softshell,220,160,30,58.0,https://wildcamp.com.pl/namioty-samochodowe/154-namiot-dachowy-wild-camp-hudson-160-zielony-5907371640246.html,high
Wild Camp,Wild Camp Hudson 180,softshell,220,180,30,65.0,https://wildcamp.com.pl/namioty-samochodowe/155-namiot-dachowy-wild-camp-hudson-180-zielony-5907371640192.html,high
Wild Camp,Wild Camp Hudson 190,softshell,220,190,30,73.0,https://wildcamp.com.pl/namioty-samochodowe/195-namiot-dachowy-wild-camp-hudson-190.html,series
Wild Camp,Wild Camp Hudson 220,softshell,220,220,30,81.0,https://wildcamp.com.pl/namioty-samochodowe/223-namiot-dachowy-wild-camp-hudson-220-zielony-5907371640567.html,high
Wild Camp,Wild Camp Mississippi Plus 140,softshell,220,140,30,52.0,https://www.rodin-adventures.com/product-page/wildcamp-dachzelt-missisippi-plus-skyview-und-top-ausstattung,dealer
Wild Camp,Wild Camp Mississippi Plus 160,softshell,220,160,30,58.0,https://www.rodin-adventures.com/product-page/wildcamp-dachzelt-missisippi-plus-skyview-und-top-ausstattung,dealer
Wild Camp,Wild Camp Mississippi Plus 180,softshell,220,180,30,65.0,https://www.rodin-adventures.com/product-page/wildcamp-dachzelt-missisippi-plus-skyview-und-top-ausstattung,dealer
Wild Camp,Wild Camp Mississippi Plus 190,softshell,220,190,30,73.0,https://www.rodin-adventures.com/product-page/wildcamp-dachzelt-missisippi-plus-skyview-und-top-ausstattung,dealer
Wild Camp,Wild Camp Mississippi Plus 220,softshell,220,220,30,81.0,https://www.rodin-adventures.com/product-page/wildcamp-dachzelt-missisippi-plus-skyview-und-top-ausstattung,dealer
Wild Camp,Wild Camp Mississippi Plus Day and Night Version 140,softshell,240,140,30,58.0,https://www.rodin-adventures.com/product-page/wild-camp-dachzelt-mississippi-plus-day-and-night,dealer
Wild Camp,Wild Camp Mississippi Plus Day and Night Version 160,softshell,240,160,30,64.0,https://www.rodin-adventures.com/product-page/wild-camp-dachzelt-mississippi-plus-day-and-night,dealer
Wild Camp,Wild Camp Mississippi Plus Day and Night Version 180,softshell,240,180,30,68.0,https://www.rodin-adventures.com/product-page/wild-camp-dachzelt-mississippi-plus-day-and-night,dealer
Wild Camp,Wild Camp Mississippi Plus Day and Night Version 220,softshell,240,220,30,81.0,https://www.rodin-adventures.com/product-page/wild-camp-dachzelt-mississippi-plus-day-and-night,dealer
Wild Camp,Wild Camp Nevada 180,hybrid,210,180,30,75.0,https://wildcamp.com.pl/namioty-samochodowe/479-namiot-dachowy-wild-camp-nevada-180-military-daynight-20-5907371644589.html,high
Wild Camp,Wild Camp Ohio 140,softshell,240,140,30,48.0,https://wildcamp.com.pl/namioty-samochodowe/165-namiot-dachowy-wild-camp-ohio-140-zielony-5907371640284.html,high
Wild Camp,Wild Camp Ohio 160,softshell,240,160,30,56.0,https://wildcamp.com.pl/namioty-samochodowe/156-namiot-dachowy-wild-camp-ohio-160-zielony-5907371641281.html,high
Wild Camp,Wild Camp Ohio 180,softshell,240,180,30,64.0,https://wildcamp.com.pl/namioty-samochodowe/157-namiot-dachowy-wild-camp-ohio-180-zielony-5907371640673.html,high
Wild Camp,Wild Camp Yazoo,hartschale,200,120,25,85.0,https://wildcamp.com.pl/namioty-w-twardej-obudowie/212-namiot-dachowy-wild-camp-yazoo-120-alu-cover-daynight-20-5907371640598.html,high
Wild Land,Wild Land Adventure Cruiser,hartschale,200,140,35,68.0,https://www.iwildland.com/rough-country-hard-shell-roof-top-tent-suitable-for-4wd-product/,high
Wild Land,Wild Land Air Cruiser,softshell,210,135,31,50.0,https://www.iwildland.com/wild-land-air-cruiser-brand-new-patented-inflatable-roof-top-tent-product/,high
Wild Land,Wild Land Bush Cruiser 120,hartschale,210,120,18,71.0,https://www.iwildland.com/wild-land-hard-shell-bush-cruiser-roof-top-tent-2-product/,series
Wild Land,Wild Land Bush Cruiser 120 Pro V2,hartschale,205,120,18,71.0,https://www.iwildland.com/wild-land-hard-shell-bush-cruiser-roof-top-tent-2-product/,series
Wild Land,Wild Land Bush Cruiser 140,hartschale,210,140,18,79.0,https://www.iwildland.com/wild-land-hard-shell-bush-cruiser-roof-top-tent-2-product/,series
Wild Land,Wild Land Bush Cruiser 140 Pro,hartschale,200,140,17,71.0,https://www.iwildland.com/wild-land-hard-shell-bush-cruiser-roof-top-tent-2-product/,series
Wild Land,Wild Land Bush Cruiser 140 Pro Vs,hartschale,200,140,16,76.0,https://www.iwildland.com/wild-land-hard-shell-bush-cruiser-roof-top-tent-2-product/,series
Wild Land,Wild Land Light Cruiser,softshell,230,120,37,38.0,https://www.iwildland.com/entry-level-wild-land-fold-out-style-car-roof-tent-for-sedan-and-solo-camping-product/,series
Wild Land,Wild Land OrthFrame Max,hartschale,210,182,28,75.0,https://iwildland.shop/OrthFrame-Max-dachzelt-kaufen_1,dealer
Wild Land,Wild Land Orthframe Mini,hartschale,210,124,29,59.0,https://iwildland.shop/OrthFrame-Mini-Dachzelt-20,dealer
Wild Land,Wild Land Rock Cruiser,hartschale,200,140,24,75.0,https://www.iwildland.com/wild-land-4wd-new-style-aluminum-z-shape-hard-shell-roof-top-tent-product/,series
Wild Land,Wild Land Rock Cruiser Pro,hartschale,205,140,25,62.0,https://www.iwildland.com/wild-land-4wd-new-style-aluminum-z-shape-hard-shell-roof-top-tent-product/,high
Wild Land,Wild Land Sky Rover,hartschale,215,145,32,100.0,https://iwildland.shop/dachzelt-sky-rover,dealer
Wild Land,Wild Land Wild Cruiser 160 Pro,softshell,220,160,35,48.0,https://www.iwildland.com/2022-waterproof-4-person-wild-land-suv-4x4-soft-shell-camping-roof-top-tent-product/,series
Wild Land,Wild Land Wild Cruiser Pro 250,softshell,250,200,36,78.0,https://www.iwildland.com/2022-waterproof-4-person-wild-land-suv-4x4-soft-shell-camping-roof-top-tent-product/,series
Wilded,Wilded Hiatus 140,hartschale,202,140,20,95.0,https://wilded.at/produkt/hiatus-140/,high
Wilded,Wilded Horizon,hybrid,209,148,17,73.0,https://wilded.at/produkt/horizon-150/,high
Wilded,Wilded Leaf 130,hartschale,206,120,12,70.0,https://wilded.at/produkt/dachzelt-leaf-z130/,high
Xtasy,Xtasy Revolution ALU 150 2025,hartschale,212,140,20,66.0,https://xtasy-sports.com/dachzelte/546/dachzelt-xtasy-revolution-alu-150-2025,high
Xtasy,Xtasy Space ALU XXL,hybrid,205,203,20,73.0,https://xtasy-sports.com/dachzelte/565/dachzelt-xtasy-space-alu-xxl,high
Xtasy,Xtasy Space Alu M,hybrid,203,145,20,59.0,https://xtasy-sports.com/dachzelte/564/dachzelt-xtasy-space-alu-m,high
Yakima,Yakima SkyPeak HD,hartschale,207,140,17,81.0,https://yakima.com/products/skypeak-hd,high
Yakima,Yakima SkyRise HD Medium,softshell,243,142,41,51.0,https://yakima.com/products/skyrise-hd-3-md-tan,series
Yakima,Yakima SkyRise HD Small,softshell,213,122,30,46.0,https://yakima.com/products/skyrise-hd-2-sm-tan,series
