hersteller,modell,typ,segment,land,laenge_cm,auslage_cm,gewicht_kg,preis_eur,montagebasis,zaehlt_zur_dachlast,regel,fahrzeugtyp,fahrzeug_beispiele,passform_hinweis,antrieb,montage,url,quelle
Vickywood,Heck-/Seitenmarkise (Sackmarkise),Sackmarkise / Seitenmarkise,Offroad/Dachzelt,DE,250.0,200.0,16.0,399.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,"Dachträger universal, Teleskopstangen bis ~210 cm",https://shop.vickywood.com,shop.vickywood.com
Campwerk,270° Markisen Set,"270°-Markise, freitragend (Klappfüße)",Offroad/Dachzelt,DE,,,19.7,1280.0,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt; 270°/180°-Schirm umschließt Seite + Heck (P5),manuell,Dachträger; 320 g/m² Ripstop PU,https://www.campwerk.de,campwerk.de
Campwerk,180° Kompakt Markise Set,"180°-Markise, freitragend",Offroad/Dachzelt,DE,,,20.6,980.0,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt; 270°/180°-Schirm umschließt Seite + Heck (P5),manuell,Dachträger; Wand-Set separat (498 EUR),https://www.campwerk.de,campwerk.de
Campwerk,Markise Shadow,Seitenmarkise (gerade),Offroad/Dachzelt,DE,140.0,230.0,10.0,299.0,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger; max. Höhe 210 cm,https://www.campwerk.de,campwerk.de
Campwerk,Markise Shadow,Seitenmarkise (gerade),Offroad/Dachzelt,DE,200.0,250.0,14.0,449.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger; max. Höhe 210 cm,https://www.campwerk.de,campwerk.de
Campwerk,Markise Shadow,Seitenmarkise (gerade),Offroad/Dachzelt,DE,250.0,250.0,16.0,449.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger; max. Höhe 210 cm,https://www.campwerk.de,campwerk.de
Campwerk,Exoshell 270° Markise Set,"270°-Markise, freitragend (6 Standfüße)",Offroad/Dachzelt,DE,499.0,390.0,30.0,1980.0,dach,True,D4,Langer Van / Expeditionsmobil,"T5/T6 lang, Sprinter/Crafter, Expeditionsmobile","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger; 11,2 m², Höhe 231 cm",https://www.campwerk.de,campwerk.de
Gordigear,Gumtree Automarkise,"Seitenmarkise (gerade), Schnellspann-Alurahmen",Offroad/Dachzelt,DE,140.0,200.0,8.0,240.0,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger universal; Höhe 210 cm,https://www.gordigear.com,gordigear.com
Gordigear,Gumtree Automarkise,"Seitenmarkise (gerade), Schnellspann-Alurahmen",Offroad/Dachzelt,DE,200.0,200.0,10.0,300.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger universal; Höhe 210 cm,https://www.gordigear.com,gordigear.com
Gordigear,Gumtree Automarkise,"Seitenmarkise (gerade), Schnellspann-Alurahmen",Offroad/Dachzelt,DE,250.0,200.0,12.0,300.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger universal; Höhe 210 cm,https://www.gordigear.com,gordigear.com
Gordigear,Automarkise 250 Schönwetter-Set,Seitenmarkise mit Moskitonetzraum,Offroad/Dachzelt,DE,250.0,200.0,15.0,370.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger universal,https://www.gordigear.com,gordigear.com
Prime Tech,Prime Wing 270°,270°-Markise (4 Segmente) mit Stützen,Offroad/Dachzelt,DE,250.0,,,339.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger oder Dachzeltschiene,https://prime-tech.de,prime-tech.de (Aktionspreise ab 169 EUR)
Prime Tech,Prime Wing Pro 270°,270°-Markise mit Stützen,Offroad/Dachzelt,DE,250.0,,,339.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger; Seitenwände separat,https://prime-tech.de,prime-tech.de
Prime Tech,Fahrzeug-Markise Pro-Line,Seitenmarkise / Sackmarkise,Offroad/Dachzelt,DE,150.0,200.0,,119.0,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger; Höhe 210 cm,https://prime-tech.de,prime-tech.de
Prime Tech,Fahrzeug-Markise Pro-Line,Seitenmarkise / Sackmarkise,Offroad/Dachzelt,DE,200.0,200.0,,,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger; Höhe 210 cm,https://prime-tech.de,prime-tech.de
Prime Tech,Fahrzeug-Markise Pro-Line,Seitenmarkise / Sackmarkise,Offroad/Dachzelt,DE,250.0,200.0,,,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger; Höhe 210 cm,https://prime-tech.de,prime-tech.de
Prime Tech,Fahrzeug-Markise Base-Line,Seitenmarkise / Sackmarkise,Offroad/Dachzelt,DE,150.0,200.0,,119.0,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger; Seitenwände separat,https://prime-tech.de,prime-tech.de
Prime Tech,Fahrzeug-Markise Base-Line,Seitenmarkise / Sackmarkise,Offroad/Dachzelt,DE,200.0,200.0,,,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger; Seitenwände separat,https://prime-tech.de,prime-tech.de
Prime Tech,Fahrzeug-Markise Base-Line,Seitenmarkise / Sackmarkise,Offroad/Dachzelt,DE,250.0,200.0,,,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger; Seitenwände separat,https://prime-tech.de,prime-tech.de
Prime Tech,Fahrzeugmarkise 250 Set mit Seitenwänden,Seitenmarkise (gerade) inkl. Seitenwände,Offroad/Dachzelt,DE,250.0,200.0,,325.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger; Aufbaumaß 250 x 200 x 210 cm,https://prime-tech.de,prime-tech.de
Reimo,Charly Bus-Sonnenvordach,Sackmarkise / Sonnenvordach,Van/Wohnmobil,DE,255.0,240.0,,73.0,kederschiene,False,B1,Campingbus mit Kederschiene,"VW T4/T5/T6 mit Kederschiene/Regenrinne, Minicamper","Einzug in Kederschiene, mit Aufstellstangen (P7)",manuell,"Kederschiene / Dachrand, Aufstellstangen",https://www.reimo.com,reimo.com
Reimo,Charlyne Sonnenvordach Minicamper,Sackmarkise / Sonnenvordach,Van/Wohnmobil,DE,220.0,240.0,,69.0,kederschiene,False,B1,Campingbus mit Kederschiene,"VW T4/T5/T6 mit Kederschiene/Regenrinne, Minicamper","Einzug in Kederschiene, mit Aufstellstangen (P7)",manuell,"Kederschiene, Aufstellstangen",https://www.camping-factory.com,camping-factory.com
Reimo,Palm Beach 2/3.0 Sonnendach,Sonnensegel / Vordach,Van/Wohnmobil,DE,300.0,240.0,,,kederschiene,False,B1,Campingbus mit Kederschiene,"VW T4/T5/T6 mit Kederschiene/Regenrinne, Minicamper","Einzug in Kederschiene, mit Aufstellstangen (P7)",manuell,"Kederschiene, Aufstellstangen",https://shop.reimo-pan.de,reimo-pan.de
Obelink (Hausmarke),Markies Sackmarkise,Sackmarkise (PVC),Wohnwagen,NL,200.0,250.0,,229.0,kederschiene,False,K1,"Kleine Wohnwagen bis ~4,5 m Aufbau","Eriba Touring, Hobby 400",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene (gerades Schienenstück nötig),https://www.obelink.de,obelink.de
Obelink (Hausmarke),Markies Sackmarkise,Sackmarkise (PVC),Wohnwagen,NL,240.0,250.0,,239.0,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene (gerades Schienenstück nötig),https://www.obelink.de,obelink.de
Obelink (Hausmarke),Markies Sackmarkise,Sackmarkise (PVC),Wohnwagen,NL,310.0,250.0,,289.0,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene (gerades Schienenstück nötig),https://www.obelink.de,obelink.de
Obelink (Hausmarke),Markies Sackmarkise,Sackmarkise (PVC),Wohnwagen,NL,350.0,250.0,,319.0,kederschiene,False,K3,"Wohnwagen ~5,5-6,5 m Aufbau","Hobby 545/560, Knaus Südwind 500",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene (gerades Schienenstück nötig),https://www.obelink.de,obelink.de
Obelink (Hausmarke),Markies Sackmarkise,Sackmarkise (PVC),Wohnwagen,NL,400.0,250.0,,359.0,kederschiene,False,K3,"Wohnwagen ~5,5-6,5 m Aufbau","Hobby 545/560, Knaus Südwind 500",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene (gerades Schienenstück nötig),https://www.obelink.de,obelink.de
Obelink (Hausmarke),Markies Sackmarkise,Sackmarkise (PVC),Wohnwagen,NL,450.0,250.0,,399.0,kederschiene,False,K4,"Wohnwagen ~6,5-7 m Aufbau","Hobby 650, Fendt Opal 560",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene (gerades Schienenstück nötig),https://www.obelink.de,obelink.de
Obelink (Hausmarke),Markies Zip 400 mit Vorzelt,Sackmarkise mit anzippbarem Vorzelt,Wohnwagen,NL,400.0,250.0,,749.0,kederschiene,False,K3,"Wohnwagen ~5,5-6,5 m Aufbau","Hobby 545/560, Knaus Südwind 500",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene; UVP 835 EUR,https://www.obelink.de,obelink.de
Wigo Zelte,Rolli Plus Ambiente,Sackmarkise / Markisenzelt (volleingezogen),Wohnwagen,DE,,250.0,30.0,2779.0,kederschiene,False,K?,Wohnwagen (Kederschiene),Größe nach Umlaufmaß wählen,Länge unbekannt - Regel K1-K5 nach Aufbaulänge anwenden,manuell,Kederschiene; Größen 5-15 nach Umlaufmaß; 30-52 kg je Größe,https://wigo-zelte.de,wigo-zelte.de
Wigo Zelte,Rolli Plus Ambiente,Sackmarkise / Markisenzelt (volleingezogen),Wohnwagen,DE,,300.0,52.0,,kederschiene,False,K?,Wohnwagen (Kederschiene),Größe nach Umlaufmaß wählen,Länge unbekannt - Regel K1-K5 nach Aufbaulänge anwenden,manuell,Kederschiene; Größen 5-15 nach Umlaufmaß; 30-52 kg je Größe,https://wigo-zelte.de,wigo-zelte.de
Wigo Zelte,Rolli Plus Modul,Sackmarkise mit nachrüstbaren Wandmodulen,Wohnwagen,DE,250.0,250.0,12.0,1259.0,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene; Basiselement + Modulwände,https://wigo-zelte.de,"wigo-zelte.de, cara-tech-24.eu"
Wigo Zelte,Rolli Plus Modul,Sackmarkise mit nachrüstbaren Wandmodulen,Wohnwagen,DE,250.0,300.0,19.5,,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene; Basiselement + Modulwände,https://wigo-zelte.de,"wigo-zelte.de, cara-tech-24.eu"
ARCTA,Wing 270,"270°-Markise, freitragend",Offroad/Dachzelt,DE,200.0,,29.0,1290.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger (T-Nut); 10,2 m² (200) / 15,4 m² (250); 600D Oxford",https://www.arcta.de/products/wing-270,arcta.de
ARCTA,Wing 270,"270°-Markise, freitragend",Offroad/Dachzelt,DE,250.0,,35.0,1390.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger (T-Nut); 10,2 m² (200) / 15,4 m² (250); 600D Oxford",https://www.arcta.de/products/wing-270,arcta.de
ARCTA,Curve 180,"180°-Markise, freitragend, LED",Offroad/Dachzelt,DE,200.0,,21.0,990.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger (T-Nut); 8 m² (200) / 10 m² (250),https://www.arcta.de/products/curve-180,arcta.de
ARCTA,Curve 180,"180°-Markise, freitragend, LED",Offroad/Dachzelt,DE,250.0,,25.0,1190.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger (T-Nut); 8 m² (200) / 10 m² (250),https://www.arcta.de/products/curve-180,arcta.de
ARCTA,Shade PRO,"Seitenmarkise (gerade), freitragend",Offroad/Dachzelt,DE,200.0,200.0,18.0,690.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",halbautomatisch (Gasdruckfeder),Dachträger; Aufbau ~15 s; UPF 50+,https://www.arcta.de/products/shade-pro,arcta.de
ARCTA,Shade PRO,"Seitenmarkise (gerade), freitragend",Offroad/Dachzelt,DE,250.0,250.0,23.0,790.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",halbautomatisch (Gasdruckfeder),Dachträger; Aufbau ~15 s; UPF 50+,https://www.arcta.de/products/shade-pro,arcta.de
ANEES,270° Markise freitragend,"270°-Markise, freitragend",Offroad/Dachzelt,DE,200.0,200.0,23.0,955.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger; ~8 m² (2,0 m) / ~12 m² (2,5 m)",https://dachzelte-kaufen.de,dachzelte-kaufen.de
ANEES,270° Markise freitragend,"270°-Markise, freitragend",Offroad/Dachzelt,DE,250.0,250.0,27.0,955.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger; ~8 m² (2,0 m) / ~12 m² (2,5 m)",https://dachzelte-kaufen.de,dachzelte-kaufen.de
ANEES,270° Markise Extended,"270°-Markise, freitragend, verlängert",Offroad/Dachzelt,DE,,,,1295.0,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt; 270°/180°-Schirm umschließt Seite + Heck (P5),manuell,Dachträger,https://dachzelte-kaufen.de,dachzelte-kaufen.de
ANEES,180° Markise freitragend,"180°-Markise, freitragend",Offroad/Dachzelt,DE,210.0,,,875.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger,https://dachzelte-kaufen.de,dachzelte-kaufen.de
ANEES,Square Markise / Light Awning,Seitenmarkise (Sackmarkise),Offroad/Dachzelt,DE,,,,675.0,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt,manuell,Dachträger,https://dachzelte-kaufen.de,dachzelte-kaufen.de
ANEES,Square Markise / Light Awning,Seitenmarkise (Sackmarkise),Offroad/Dachzelt,DE,,,,345.0,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt,manuell,Dachträger,https://dachzelte-kaufen.de,dachzelte-kaufen.de
WILDED,Markise 180 / 270,"180°/270°-Markise, freistehend, LED",Offroad/Dachzelt,AT,250.0,250.0,20.0,990.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger,https://wilded.at/produkt/markise/,wilded.at
WILDED,Markise 180 / 270,"180°/270°-Markise, freistehend, LED",Offroad/Dachzelt,AT,250.0,250.0,20.0,1330.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger,https://wilded.at/produkt/markise/,wilded.at
Dare To Be Different Outdoor,Penta Markise 270,"270°-Markise mit Stützen, Seitenwände optional",Offroad/Dachzelt,DE,255.0,,15.0,,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger,https://dtbdoutdoor.eu,matsch-und-piste.de
OZtent,Foxwing 270 Serie II,270°-Markise mit Stützen (links/rechts),Offroad/Dachzelt,AU,250.0,250.0,21.0,898.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger,https://shop.xp-edition.eu,"thegreenmonkey.de, xp-edition.eu"
Howling Moon,Swing Awn 270 (6 Arm),"270°-Markise, freistehend",Offroad/Dachzelt,ZA,250.0,,,1350.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger (LH/RH),https://thegreenmonkey.de/collections/howling-moon,worldcamper-shop.de
Howling Moon,Safari Markise,Seitenmarkise (Sackmarkise),Offroad/Dachzelt,ZA,210.0,,,,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://www.worldcamper-shop.de,worldcamper-shop.de
Howling Moon,Safari Markise,Seitenmarkise (Sackmarkise),Offroad/Dachzelt,ZA,250.0,,,,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://www.worldcamper-shop.de,worldcamper-shop.de
Eezi-Awn,Bat 270,"270°-Markise, freistehend",Offroad/Dachzelt,ZA,200.0,,,,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger,https://eezi-awn.com/de/product-category/markisen/,eezi-awn.com (dt. Shop)
Eezi-Awn,Bat 270,"270°-Markise, freistehend",Offroad/Dachzelt,ZA,250.0,,,,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger,https://eezi-awn.com/de/product-category/markisen/,eezi-awn.com (dt. Shop)
Eezi-Awn,Series 1000/2000 Seitenmarkise,Seitenmarkise (Sackmarkise),Offroad/Dachzelt,ZA,140.0,200.0,,,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://eezi-awn.com/de/product-category/markisen/,eezi-awn.com
Eezi-Awn,Series 1000/2000 Seitenmarkise,Seitenmarkise (Sackmarkise),Offroad/Dachzelt,ZA,200.0,200.0,,,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://eezi-awn.com/de/product-category/markisen/,eezi-awn.com
Eezi-Awn,Series 1000/2000 Seitenmarkise,Seitenmarkise (Sackmarkise),Offroad/Dachzelt,ZA,250.0,200.0,,,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://eezi-awn.com/de/product-category/markisen/,eezi-awn.com
Bushwakka,Extreme 270 / Awning 270,"270°-Markise, freistehend, LED",Offroad/Dachzelt,ZA,,270.0,30.0,1989.0,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt; 270°/180°-Schirm umschließt Seite + Heck (P5),manuell,Dachträger,https://camp-impuls.store,"camp-impuls.store, mycamperbox.de"
CampBoss,Boss Shadow 270 / 270XL,"270°-Markise, freistehend (XL mit Zelteingang)",Offroad/Dachzelt,AU,,,,,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt; 270°/180°-Schirm umschließt Seite + Heck (P5),manuell,Dachträger,https://campboss.com,gpc-offroad.com (EU-Händler)
Tentco,Seiten-/Heckmarkise,"Seitenmarkise, auch als Heckmarkise",Offroad/Dachzelt,ZA,,,,,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt,manuell,Dachträger,https://www.tour-tec.de,tour-tec.de
Wild Land,270° Car Awning,270°-Markise (links/rechts),Offroad/Dachzelt,CN,,,,,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt; 270°/180°-Schirm umschließt Seite + Heck (P5),manuell,Dachträger,https://www.iwildland.com,"kolumbusparts.ch, brack.ch"
Wild Land,Awning in a Box,Kassettenmarkise (Dachträgermontage),Offroad/Dachzelt,CN,,,,,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt,manuell,Dachträger,https://www.obelink.de/wild-land-awning-in-a-box-kassettenmarkise.html,obelink.de
Fjordsen,Sonnensegel Light 220 / Air XL,Sonnensegel/Vordach für Fjordsen-Dachzelte,Offroad/Dachzelt,DE,220.0,,,,wand,False,S5,Dachzelt-Anbau,Nur Fjordsen-Dachzelte (Light 140 / Air XL),Kein universeller Anbau - gehört zum Dachzelt,manuell,Anbau am Fjordsen-Dachzelt,https://gearscout.de,gearscout.de
